f_qual,f_annee_construction,f_CuisineQual,f_cheminee,f_Quartier,f_surface_habitable,f_nb_places,f_surface_sous_sol,f_surface_1er_etage,f_nb_salle_bain,f_prix
7,1980-2000,Gd,1,NoRidge,2418,3.0,1311.0,1325,2,341000
7,1980-2000,Gd,1,NoRidge,2197,3.0,1080.0,1108,2,287500
7,1980-2000,Gd,1,NoRidge,2127,2.0,1223.0,1223,2,271000
8,1980-2000,Gd,1,NoRidge,1987,2.0,1986.0,1987,2,301500
8,après 2000,Gd,0,Somerst,1580,3.0,1580.0,1580,2,235128
6,après 2000,Gd,1,Somerst,1933,3.0,894.0,894,2,214000
8,après 2000,Gd,1,Somerst,1574,3.0,1574.0,1574,2,232000
7,après 2000,Gd,1,Somerst,1578,3.0,1578.0,1578,2,240000
9,après 2000,Ex,1,Somerst,1506,2.0,1498.0,1506,2,264132
8,après 2000,Gd,1,Somerst,1563,3.0,1563.0,1563,2,245000
7,après 2000,Ex,0,Somerst,1428,2.0,1417.0,1428,2,227680
8,après 2000,Gd,1,Somerst,1861,3.0,1341.0,1341,3,257000
8,après 2000,Gd,1,Somerst,1874,3.0,955.0,955,2,297900
8,après 2000,Gd,1,Somerst,1460,2.0,1460.0,1460,2,247000
8,après 2000,Gd,0,Somerst,1372,2.0,1363.0,1372,2,212700
7,après 2000,Gd,0,Somerst,1372,2.0,1372.0,1372,2,250580
7,après 2000,Gd,0,Somerst,1428,2.0,1428.0,1428,2,182000
7,après 2000,Gd,0,Somerst,1768,2.0,866.0,866,2,226700
8,après 2000,Gd,1,Somerst,1992,2.0,1053.0,1053,2,250000
7,après 2000,Gd,1,Somerst,1958,3.0,1026.0,1026,2,250000
8,après 2000,Ex,1,Somerst,2078,3.0,1034.0,1050,2,339750
7,après 2000,Gd,0,Somerst,1665,2.0,813.0,822,2,205950
8,après 2000,Gd,1,Somerst,1660,3.0,1660.0,1660,2,256000
7,après 2000,Gd,0,Somerst,1218,2.0,1218.0,1218,2,230348
6,après 2000,Gd,0,Somerst,1728,2.0,864.0,864,2,207500
7,après 2000,Gd,0,SawyerW,1080,0.0,1080.0,1080,1,141000
6,après 2000,Gd,0,SawyerW,1696,2.0,835.0,835,2,188000
7,après 2000,Gd,0,SawyerW,1663,2.0,835.0,835,2,192500
6,après 2000,Gd,0,SawyerW,1175,0.0,1175.0,1175,1,146000
5,après 2000,Gd,0,SawyerW,1114,2.0,1114.0,1114,1,159000
6,après 2000,Gd,0,SawyerW,1114,2.0,1114.0,1114,1,155000
6,après 2000,Gd,0,SawyerW,1640,2.0,798.0,798,2,173000
7,après 2000,Gd,0,SawyerW,1162,2.0,1162.0,1162,2,170000
6,1980-2000,Gd,0,SawyerW,1609,2.0,754.0,754,2,182000
6,1980-2000,Gd,0,SawyerW,1680,2.0,886.0,886,2,163000
6,1980-2000,Gd,1,SawyerW,1679,2.0,1408.0,1679,2,193500
7,1980-2000,Gd,0,SawyerW,1657,2.0,832.0,832,2,189000
6,après 2000,Gd,0,SawyerW,1677,2.0,827.0,827,2,190500
7,1980-2000,Gd,0,SawyerW,1737,2.0,836.0,844,2,175000
6,1980-2000,Gd,0,SawyerW,1294,2.0,1278.0,1294,2,179200
6,1980-2000,Gd,0,SawyerW,1710,2.0,832.0,832,2,187000
6,1980-2000,Gd,1,SawyerW,1617,2.0,1604.0,1617,2,193000
6,1980-2000,Gd,0,SawyerW,1199,2.0,1199.0,1199,2,153900
5,1950-1980,TA,1,Sawyer,984,1.0,984.0,984,1,128000
5,1950-1980,TA,0,Sawyer,912,1.0,912.0,912,1,144000
5,1950-1980,Gd,1,Sawyer,864,1.0,864.0,864,1,135000
5,1950-1980,TA,0,Sawyer,890,1.0,890.0,890,1,115000
5,1950-1980,TA,0,Sawyer,864,1.0,864.0,864,1,119916
6,1950-1980,Gd,0,Sawyer,912,1.0,912.0,912,1,142000
6,1950-1980,TA,1,Veenker,1430,2.0,1430.0,1430,2,192000
5,1950-1980,TA,1,Sawyer,1641,2.0,1001.0,1001,2,140000
6,1980-2000,Gd,1,NoRidge,2683,2.0,930.0,1364,2,290000
9,1980-2000,Gd,1,NoRidge,2786,2.0,1848.0,1827,2,372500
7,après 2000,Gd,0,Somerst,1391,2.0,1391.0,1391,2,196000
7,après 2000,Gd,0,Somerst,1250,2.0,625.0,625,2,171900
7,après 2000,Gd,0,Somerst,1245,2.0,1235.0,1245,2,178000
6,après 2000,Gd,0,Somerst,1200,2.0,600.0,600,2,165000
7,après 2000,Gd,0,Somerst,1392,2.0,689.0,703,2,146000
7,après 2000,Gd,0,Somerst,1392,2.0,689.0,703,2,146000
7,1980-2000,TA,0,Somerst,1501,2.0,744.0,757,2,179400
6,1980-2000,TA,0,Somerst,1549,2.0,744.0,757,2,172900
9,1980-2000,Ex,1,Somerst,1638,2.0,1614.0,1638,2,300000
9,après 2000,Gd,1,Somerst,1310,2.0,1310.0,1310,1,285000
9,après 2000,Ex,1,Somerst,1419,2.0,1419.0,1419,1,290000
9,1980-2000,Ex,1,Somerst,1557,2.0,1557.0,1557,2,305000
9,1980-2000,Gd,1,Somerst,1709,2.0,1698.0,1709,2,328900
7,1980-2000,Gd,0,Somerst,1252,2.0,600.0,624,2,160000
7,1980-2000,Gd,0,Somerst,1404,2.0,672.0,684,2,170000
7,après 2000,TA,1,Somerst,1789,2.0,858.0,872,2,223000
8,1980-2000,Gd,0,Somerst,1586,2.0,960.0,962,2,170000
8,1980-2000,Gd,0,Somerst,1607,2.0,960.0,962,2,200000
10,1980-2000,Ex,1,Somerst,2393,2.0,970.0,1469,2,345000
8,1980-2000,Ex,1,Veenker,1288,2.0,1260.0,1288,1,245500
8,1980-2000,Gd,1,Veenker,1239,2.0,1230.0,1239,1,217500
8,1980-2000,Gd,1,Veenker,1719,2.0,1719.0,1719,1,324000
6,1980-2000,TA,0,Veenker,1232,2.0,1232.0,1232,2,162500
9,1950-1980,Gd,1,Veenker,2944,3.0,994.0,1599,2,150000
8,1950-1980,Ex,1,Veenker,1671,2.0,1426.0,1671,3,290000
7,après 2000,TA,1,Somerst,1812,2.0,952.0,952,2,205000
7,1950-1980,TA,1,NWAmes,1682,2.0,1304.0,1682,2,174000
6,1950-1980,TA,0,NWAmes,1427,2.0,1427.0,1427,2,183000
6,1950-1980,TA,1,NWAmes,1740,2.0,1740.0,1740,1,150000
6,1950-1980,Gd,0,NWAmes,1258,2.0,1258.0,1258,2,145000
7,1950-1980,Gd,1,NWAmes,1620,2.0,1620.0,1620,2,215000
5,1950-1980,TA,0,NWAmes,1625,2.0,1625.0,1625,2,140500
6,1950-1980,TA,1,NWAmes,2614,2.0,1522.0,1548,2,240000
5,1950-1980,TA,0,NAmes,1464,2.0,732.0,732,1,141000
5,1950-1980,Gd,0,NAmes,912,2.0,912.0,912,1,147000
5,1950-1980,TA,0,NAmes,925,2.0,912.0,925,1,135000
5,1950-1980,TA,0,NAmes,1728,2.0,1728.0,1728,2,145000
5,1950-1980,TA,0,NAmes,1728,2.0,1728.0,1728,2,142600
5,1950-1980,TA,0,NWAmes,1656,2.0,1656.0,1656,2,135000
7,1950-1980,TA,0,NWAmes,1670,2.0,825.0,845,1,170000
8,1950-1980,Gd,1,NWAmes,2715,2.0,1142.0,1175,3,299800
6,1950-1980,Gd,1,NWAmes,1876,2.0,901.0,943,2,185000
6,1950-1980,Gd,0,NWAmes,1632,2.0,800.0,800,1,173000
7,1950-1980,Ex,0,NAmes,999,2.0,944.0,999,1,178400
7,1950-1980,TA,1,NWAmes,1978,2.0,832.0,1098,2,176000
5,1950-1980,TA,0,NAmes,1014,1.0,0.0,1014,1,98000
4,1950-1980,TA,0,NAmes,907,1.0,907.0,907,1,109008
4,1950-1980,TA,0,NAmes,952,1.0,952.0,952,1,135750
5,1950-1980,TA,0,NAmes,1128,2.0,1120.0,1128,2,155000
6,1950-1980,TA,1,NAmes,1425,2.0,1425.0,1425,2,180500
6,1950-1980,TA,0,NAmes,1165,2.0,1127.0,1165,1,174900
6,1950-1980,TA,1,NAmes,1136,1.0,1136.0,1136,1,140000
6,1950-1980,TA,0,NAmes,1092,2.0,1092.0,1092,1,145000
5,1950-1980,Gd,1,NAmes,1265,2.0,1219.0,1265,2,179900
6,1950-1980,TA,0,NAmes,1350,2.0,1248.0,1350,1,168500
5,1950-1980,TA,0,NAmes,1114,2.0,1114.0,1114,1,140000
5,1950-1980,Gd,0,NAmes,1053,1.0,1053.0,1053,1,145500
6,1950-1980,Gd,0,NAmes,1252,2.0,1252.0,1252,1,142000
4,1950-1980,TA,1,NAmes,1100,1.0,1100.0,1100,1,141000
5,1950-1980,Gd,0,NAmes,1118,1.0,1118.0,1118,1,153000
3,1900-1950,TA,0,BrkSide,720,1.0,0.0,720,1,72500
3,1900-1950,TA,0,BrkSide,729,0.0,270.0,729,1,52000
5,1900-1950,TA,1,BrkSide,1077,1.0,991.0,1077,1,118000
4,1900-1950,TA,0,BrkSide,906,1.0,348.0,453,1,87000
5,1950-1980,Gd,0,NAmes,1496,2.0,1296.0,1496,2,141500
6,1900-1950,TA,0,NAmes,1252,1.0,1032.0,1032,1,119000
5,1900-1950,Gd,1,NAmes,1337,1.0,572.0,1337,1,141500
6,1950-1980,Gd,1,NAmes,1661,1.0,992.0,1661,1,165500
5,1950-1980,TA,0,NAmes,1036,1.0,1036.0,1036,1,112900
7,1950-1980,Gd,1,NAmes,1820,2.0,864.0,902,1,201800
6,1950-1980,TA,1,NAmes,1362,2.0,1362.0,1362,1,163000
5,1950-1980,TA,0,NAmes,1144,2.0,1144.0,1144,1,139950
6,1950-1980,Gd,1,NAmes,1537,2.0,1319.0,1537,1,174000
6,1950-1980,TA,1,NAmes,1431,1.0,1099.0,1431,1,165000
6,1950-1980,Gd,1,NAmes,1988,2.0,1104.0,1104,2,227000
5,1950-1980,TA,0,NAmes,1098,1.0,1098.0,1098,1,135000
5,1950-1980,TA,0,NAmes,1144,1.0,1144.0,1144,1,124000
5,1950-1980,TA,0,NAmes,1283,2.0,931.0,1283,1,140000
5,1950-1980,TA,1,NAmes,1176,1.0,1176.0,1176,1,136500
5,1950-1980,Gd,0,NAmes,1440,1.0,1248.0,1440,2,185000
6,1950-1980,TA,1,NAmes,1261,2.0,1261.0,1261,1,163000
6,1950-1980,TA,1,NAmes,1570,2.0,1395.0,1570,1,166800
6,1950-1980,TA,1,NAmes,1196,1.0,1196.0,1196,1,139000
6,1950-1980,TA,1,NAmes,1392,2.0,1392.0,1392,1,166000
6,1950-1980,TA,0,NAmes,1080,1.0,1080.0,1080,1,136000
5,1950-1980,TA,0,NAmes,1104,1.0,1104.0,1104,1,133000
5,1950-1980,Gd,0,NAmes,882,1.0,720.0,882,1,116000
5,1950-1980,TA,0,NAmes,1152,2.0,1152.0,1152,1,137500
5,1950-1980,TA,0,NAmes,950,2.0,984.0,950,1,130000
6,1950-1980,TA,1,NAmes,1790,2.0,998.0,1790,2,180000
5,1950-1980,TA,0,NAmes,952,2.0,952.0,952,1,139000
5,1950-1980,TA,0,NAmes,773,1.0,773.0,773,1,110000
5,1950-1980,TA,1,NAmes,1764,1.0,0.0,1764,2,100000
5,1900-1950,TA,0,NAmes,1216,1.0,832.0,832,1,118500
5,1950-1980,TA,0,NAmes,1824,2.0,1824.0,1824,2,146000
4,1900-1950,TA,0,OldTown,869,1.0,0.0,869,1,89900
5,1900-1950,TA,0,OldTown,1159,1.0,747.0,747,1,114000
5,1900-1950,TA,1,NAmes,1558,1.0,913.0,1048,1,140000
4,1900-1950,TA,0,OldTown,672,1.0,672.0,672,1,86900
5,1900-1950,TA,1,OldTown,1436,4.0,892.0,1254,1,139000
4,avant 1900,TA,0,OldTown,1294,0.0,0.0,694,2,106250
6,1950-1980,TA,1,NAmes,1716,2.0,858.0,858,1,171000
5,1950-1980,TA,1,NAmes,1044,2.0,912.0,1044,1,139000
7,1950-1980,TA,1,NAmes,1312,2.0,1312.0,1312,1,186000
6,1950-1980,TA,1,NAmes,1253,1.0,1253.0,1253,1,157000
6,1950-1980,TA,0,NAmes,1081,1.0,1081.0,1081,1,148000
7,1950-1980,Gd,1,NAmes,2069,2.0,585.0,2069,2,242000
5,1950-1980,Gd,0,NAmes,910,2.0,105.0,910,1,116000
5,1950-1980,TA,1,NAmes,876,2.0,876.0,876,1,94000
5,1900-1950,TA,0,NAmes,1048,2.0,0.0,1048,1,98300
5,1950-1980,TA,0,NAmes,1507,1.0,1075.0,1507,2,127000
5,1950-1980,Gd,0,NAmes,1256,1.0,1256.0,1256,1,159000
5,1950-1980,TA,0,NAmes,1027,1.0,1027.0,1027,1,125900
5,1950-1980,TA,1,NAmes,1269,1.0,1269.0,1269,1,155000
6,1900-1950,TA,0,NAmes,1320,2.0,768.0,819,2,138000
6,1950-1980,TA,0,NAmes,984,1.0,936.0,984,1,112500
6,1950-1980,Gd,0,NAmes,832,2.0,832.0,832,1,105500
6,1950-1980,TA,0,NAmes,1278,1.0,854.0,854,1,127500
5,1950-1980,TA,0,NAmes,1800,0.0,1800.0,1800,2,130000
5,1950-1980,TA,0,NAmes,1588,2.0,768.0,1024,1,150000
5,1950-1980,TA,0,NAmes,825,1.0,825.0,825,1,109500
6,1950-1980,TA,1,NAmes,1796,2.0,780.0,983,1,140000
6,1950-1980,TA,0,NAmes,1611,2.0,780.0,798,1,167900
5,1950-1980,TA,0,NAmes,1117,1.0,1117.0,1117,1,136870
6,après 2000,TA,0,OldTown,1133,1.0,192.0,1133,1,143000
5,1900-1950,TA,0,OldTown,764,2.0,680.0,764,1,73000
5,1900-1950,TA,0,OldTown,1323,2.0,780.0,948,1,122600
5,1900-1950,TA,0,OldTown,1360,1.0,680.0,680,1,111000
6,1900-1950,TA,1,OldTown,2792,2.0,1510.0,1584,2,256000
5,1900-1950,TA,0,OldTown,672,1.0,672.0,672,1,64000
6,1900-1950,Gd,0,OldTown,1456,1.0,728.0,728,1,139500
4,1900-1950,TA,0,OldTown,1594,0.0,828.0,828,2,118000
7,après 2000,Gd,0,OldTown,2082,2.0,1362.0,1362,2,200000
4,1900-1950,TA,0,OldTown,1656,2.0,801.0,1095,2,119164
5,1900-1950,Ex,1,OldTown,1740,1.0,936.0,960,1,122250
7,1900-1950,Gd,1,OldTown,1027,0.0,931.0,1027,1,120000
6,1900-1950,TA,1,OldTown,1436,2.0,884.0,884,2,155000
5,1900-1950,TA,0,OldTown,899,1.0,481.0,899,1,78000
5,avant 1900,Gd,0,OldTown,1080,0.0,684.0,684,1,95000
5,1900-1950,TA,0,OldTown,789,1.0,789.0,789,1,115000
5,1900-1950,Gd,0,OldTown,1122,2.0,924.0,1122,1,147000
5,1900-1950,TA,1,OldTown,1499,3.0,904.0,904,1,140000
2,1900-1950,TA,0,OldTown,407,1.0,407.0,407,1,46500
5,1950-1980,TA,0,OldTown,928,1.0,928.0,928,1,112500
4,1950-1980,TA,0,OldTown,901,1.0,901.0,901,1,107900
3,1900-1950,TA,0,OldTown,1588,0.0,448.0,1588,2,65000
7,avant 1900,Gd,1,OldTown,3493,3.0,1470.0,1675,3,295000
5,avant 1900,TA,0,OldTown,1627,2.0,797.0,830,2,139500
5,1900-1950,TA,1,OldTown,1416,3.0,876.0,876,1,153900
7,1900-1950,TA,0,OldTown,1450,1.0,624.0,730,1,132000
5,1900-1950,TA,0,OldTown,1344,3.0,624.0,624,1,98000
5,avant 1900,TA,0,OldTown,1017,1.0,346.0,709,1,114000
5,1900-1950,TA,0,OldTown,2350,2.0,973.0,1377,2,130000
6,1900-1950,TA,1,OldTown,2058,2.0,735.0,1134,1,129500
5,1900-1950,Gd,0,OldTown,1540,0.0,572.0,884,1,129400
7,1900-1950,Gd,1,OldTown,1378,2.0,689.0,689,2,161000
6,1900-1950,TA,1,OldTown,1912,2.0,482.0,1221,2,163000
6,1900-1950,TA,1,OldTown,1484,0.0,742.0,742,2,128000
7,1900-1950,TA,1,OldTown,1111,1.0,572.0,572,1,116900
2,1900-1950,TA,0,OldTown,1086,2.0,723.0,723,1,55000
7,avant 1900,TA,1,OldTown,2495,2.0,1313.0,1313,2,184000
5,1950-1980,Fa,0,OldTown,984,1.0,984.0,984,1,110000
5,1950-1980,TA,0,OldTown,1795,1.0,1050.0,1050,2,131500
5,1950-1980,TA,0,OldTown,882,1.0,0.0,882,1,97000
4,1950-1980,TA,0,OldTown,1093,1.0,869.0,1093,1,115500
5,1900-1950,TA,1,BrkSide,1143,1.0,1008.0,1143,1,138000
7,1900-1950,Gd,0,BrkSide,1668,1.0,672.0,1195,1,108000
5,1900-1950,TA,0,BrkSide,935,1.0,742.0,779,1,79500
5,1900-1950,TA,1,BrkSide,1738,1.0,1024.0,1144,2,153000
5,1900-1950,Gd,0,BrkSide,784,0.0,784.0,784,1,109500
5,1900-1950,Gd,0,BrkSide,1210,1.0,672.0,832,1,124000
6,avant 1900,TA,0,BrkSide,1290,1.0,554.0,736,1,106900
6,1900-1950,Gd,1,BrkSide,1672,1.0,981.0,1014,1,164900
5,1900-1950,TA,1,BrkSide,949,2.0,949.0,949,1,119000
6,1900-1950,TA,1,BrkSide,1158,1.0,862.0,950,1,120000
6,1900-1950,TA,0,BrkSide,1497,1.0,825.0,825,2,157000
6,1900-1950,TA,1,BrkSide,1342,1.0,739.0,874,2,105000
6,1900-1950,TA,0,BrkSide,1013,1.0,992.0,1013,1,113000
5,1900-1950,TA,1,BrkSide,1216,1.0,565.0,565,1,115000
4,1900-1950,TA,0,BrkSide,1136,1.0,704.0,624,1,123000
5,1900-1950,TA,0,BrkSide,808,1.0,0.0,808,1,81300
5,1900-1950,TA,1,BrkSide,1573,2.0,1078.0,1128,2,162900
7,1900-1950,TA,1,BrkSide,2009,2.0,989.0,1245,2,150000
5,1900-1950,TA,0,OldTown,1902,2.0,1100.0,1226,2,123500
7,1900-1950,TA,1,OldTown,1774,2.0,952.0,1022,2,129900
6,1900-1950,TA,0,BrkSide,1362,2.0,611.0,751,2,128000
4,1900-1950,Fa,0,BrkSide,520,1.0,520.0,520,1,68500
5,1900-1950,TA,0,BrkSide,1285,1.0,672.0,1072,1,127000
6,1900-1950,Gd,1,BrkSide,1848,2.0,833.0,1053,1,207000
7,1900-1950,TA,0,BrkSide,1820,1.0,1026.0,1133,2,184000
6,1900-1950,Gd,0,BrkSide,1716,2.0,810.0,1170,2,162500
5,1900-1950,TA,0,BrkSide,1505,1.0,883.0,988,1,145000
6,1900-1950,Fa,0,BrkSide,838,1.0,816.0,838,1,130000
6,1900-1950,TA,0,OldTown,1984,1.0,1242.0,1242,2,160000
8,1900-1950,Gd,1,OldTown,1666,1.0,588.0,833,1,161000
6,1900-1950,TA,0,OldTown,1609,1.0,796.0,825,1,127500
6,1900-1950,TA,0,IDOTRR,768,2.0,768.0,768,1,93850
6,1950-1980,TA,0,IDOTRR,1536,1.0,768.0,768,1,136000
6,1900-1950,TA,1,IDOTRR,1969,2.0,1272.0,1272,2,141000
5,1900-1950,TA,0,IDOTRR,1308,2.0,880.0,880,2,120000
6,1900-1950,TA,0,IDOTRR,1040,2.0,1040.0,1040,1,127500
6,1900-1950,TA,1,IDOTRR,1236,1.0,768.0,788,2,127000
6,1900-1950,Fa,0,IDOTRR,1406,0.0,319.0,1035,1,89500
5,1950-1980,TA,0,OldTown,825,2.0,825.0,825,1,125000
6,1900-1950,TA,0,OldTown,1198,0.0,901.0,1088,1,79900
5,1900-1950,TA,0,IDOTRR,759,2.0,451.0,759,1,85000
3,1900-1950,TA,0,IDOTRR,1344,0.0,536.0,808,2,82375
5,1900-1950,TA,0,Sawyer,1054,1.0,1046.0,1054,1,124000
5,1950-1980,TA,1,Sawyer,1211,1.0,952.0,1211,1,134000
5,1900-1950,TA,1,Sawyer,1271,1.0,720.0,720,2,135000
4,1950-1980,TA,1,ClearCr,1588,2.0,0.0,1120,2,134432
5,1900-1950,TA,0,Edwards,1355,0.0,644.0,808,2,127500
5,1950-1980,Gd,0,Sawyer,1075,2.0,981.0,1075,1,148000
5,1950-1980,TA,0,Sawyer,1040,1.0,1040.0,1040,1,129500
6,1950-1980,TA,1,Sawyer,1096,2.0,1008.0,1096,1,157500
5,1950-1980,TA,0,Sawyer,904,1.0,876.0,904,1,109900
5,1950-1980,Gd,0,Sawyer,992,1.0,992.0,992,1,145000
5,1950-1980,Gd,0,Sawyer,894,2.0,894.0,894,1,130000
6,1950-1980,TA,1,Sawyer,1034,2.0,450.0,1034,1,153000
5,1950-1980,TA,0,Sawyer,1073,1.0,1073.0,1073,1,120000
5,1980-2000,TA,0,Sawyer,1126,2.0,1060.0,1126,1,152000
4,1950-1980,TA,0,Sawyer,1258,2.0,1198.0,1258,0,108959
5,1900-1950,TA,0,Sawyer,1140,2.0,1300.0,1140,1,95541
5,1950-1980,TA,0,Sawyer,1006,0.0,1006.0,1006,1,80000
5,1950-1980,Gd,0,Sawyer,1228,1.0,1228.0,1228,1,149350
5,1950-1980,Gd,0,Sawyer,960,1.0,960.0,960,1,144900
6,1950-1980,TA,1,Sawyer,1188,2.0,988.0,1188,1,185000
5,1950-1980,TA,1,Sawyer,1383,1.0,1383.0,1383,1,165000
6,1950-1980,TA,1,ClearCr,1252,2.0,1602.0,1252,1,235000
5,1950-1980,TA,0,Sawyer,1601,1.0,533.0,1021,1,140000
5,1900-1950,TA,0,Sawyer,672,1.0,672.0,672,1,108000
5,1950-1980,TA,1,ClearCr,1721,2.0,988.0,1721,2,145000
5,1900-1950,Gd,0,Sawyer,1350,3.0,576.0,864,1,152400
5,1950-1980,Gd,0,Sawyer,904,3.0,864.0,904,1,144000
6,1980-2000,Gd,1,ClearCr,1291,2.0,1291.0,1291,1,173000
7,1950-1980,TA,1,ClearCr,2022,2.0,1160.0,1156,2,192000
7,1950-1980,TA,1,ClearCr,1524,2.0,1524.0,1524,2,245000
7,1950-1980,TA,1,ClearCr,1363,2.0,1385.0,1363,1,241500
4,1950-1980,Gd,1,ClearCr,1663,2.0,1364.0,1663,1,256000
6,1950-1980,Ex,1,Edwards,1357,1.0,1019.0,1357,1,177000
7,1900-1950,TA,1,Edwards,1079,1.0,570.0,617,1,125600
6,1950-1980,TA,1,Edwards,1094,2.0,1094.0,1094,1,155000
6,1900-1950,TA,1,ClearCr,2358,2.0,907.0,1307,3,240000
5,1900-1950,Fa,1,Edwards,1518,0.0,1580.0,1518,1,260000
6,1900-1950,TA,1,Edwards,1674,2.0,1163.0,1163,2,185000
6,1900-1950,Gd,1,Edwards,2108,2.0,1127.0,1236,2,235000
5,1950-1980,Gd,1,Edwards,1509,1.0,1509.0,1509,1,159900
5,1950-1980,TA,0,Edwards,864,0.0,864.0,864,1,99600
6,1950-1980,TA,0,Edwards,1269,1.0,621.0,621,1,134500
5,avant 1900,TA,0,Edwards,1367,1.0,861.0,961,1,119000
5,1900-1950,TA,0,Edwards,1347,0.0,1117.0,820,1,107500
5,1900-1950,TA,0,Edwards,1164,1.0,1164.0,1164,1,125000
6,1900-1950,TA,0,Edwards,1096,0.0,572.0,572,1,79000
5,1900-1950,TA,0,Edwards,1111,1.0,616.0,616,1,95000
7,1980-2000,Gd,1,SawyerW,2329,2.0,1475.0,1532,2,262280
6,1980-2000,Gd,1,SawyerW,2814,2.0,1077.0,1093,2,260000
7,1980-2000,Gd,1,SawyerW,1626,2.0,1602.0,1626,2,226500
7,1980-2000,Gd,1,SawyerW,2200,2.0,812.0,1101,2,225000
7,1980-2000,Gd,1,SawyerW,2037,2.0,672.0,1302,2,229000
7,après 2000,Gd,1,CollgCr,1356,2.0,628.0,628,2,177439
8,après 2000,Gd,1,CollgCr,1615,3.0,1615.0,1615,2,248500
9,après 2000,Ex,1,CollgCr,2276,3.0,2271.0,2276,2,475000
9,après 2000,Ex,1,CollgCr,1766,3.0,1751.0,1766,2,395039
7,1980-2000,Gd,1,SawyerW,2097,3.0,1080.0,1080,2,228000
8,1980-2000,Gd,1,SawyerW,1511,3.0,1401.0,1511,2,225000
6,1950-1980,TA,1,ClearCr,1643,2.0,1182.0,1643,2,195000
6,1980-2000,Gd,0,ClearCr,1688,2.0,616.0,616,2,200000
5,1980-2000,TA,0,CollgCr,990,2.0,990.0,990,1,155000
5,1980-2000,Gd,0,CollgCr,1099,1.0,1099.0,1099,1,144000
5,1980-2000,TA,0,CollgCr,990,2.0,990.0,990,1,145000
7,1980-2000,Gd,1,CollgCr,1418,2.0,1418.0,1418,2,226001
6,1980-2000,Gd,0,CollgCr,1771,2.0,864.0,872,2,215700
7,1980-2000,Gd,0,CollgCr,1652,2.0,782.0,782,2,207500
7,1980-2000,Gd,0,CollgCr,1790,2.0,873.0,882,2,193000
7,1980-2000,Gd,0,CollgCr,1724,2.0,880.0,880,2,188000
7,1980-2000,Gd,0,CollgCr,1479,2.0,1468.0,1479,2,191000
7,après 2000,Gd,1,CollgCr,1494,2.0,1494.0,1494,2,221000
7,après 2000,Gd,1,CollgCr,1792,2.0,963.0,963,2,231500
7,1980-2000,Gd,0,CollgCr,1823,2.0,928.0,928,2,235000
7,après 2000,Gd,1,CollgCr,1786,2.0,920.0,920,2,223500
5,1950-1980,TA,0,CollgCr,938,1.0,938.0,938,1,130250
5,1950-1980,TA,0,CollgCr,985,1.0,985.0,985,2,149900
5,1950-1980,TA,0,CollgCr,1174,2.0,864.0,1174,1,158000
6,1950-1980,TA,0,CollgCr,1026,2.0,940.0,1026,1,147000
5,1950-1980,TA,1,CollgCr,1076,2.0,1076.0,1076,1,143195
5,1950-1980,TA,0,CollgCr,1558,2.0,864.0,1558,2,163000
5,1950-1980,TA,0,CollgCr,924,1.0,924.0,924,1,110000
5,1950-1980,TA,0,CollgCr,864,1.0,864.0,864,1,127000
5,1950-1980,TA,0,CollgCr,780,1.0,780.0,780,1,124900
8,après 2000,Gd,1,CollgCr,1795,2.0,1777.0,1795,2,230000
8,après 2000,Gd,1,CollgCr,2031,2.0,1128.0,1128,2,237000
7,1980-2000,Gd,1,CollgCr,1865,3.0,992.0,992,2,235000
7,après 2000,Gd,1,CollgCr,2161,2.0,1257.0,1290,2,230500
8,1980-2000,Gd,1,CollgCr,1852,3.0,1004.0,1004,2,230000
7,1980-2000,Gd,1,CollgCr,2031,2.0,1153.0,1153,2,222500
8,après 2000,Gd,1,CollgCr,2263,2.0,1055.0,1055,2,287000
9,après 2000,Gd,1,CollgCr,1947,3.0,1357.0,1366,2,274000
8,après 2000,Gd,1,CollgCr,1786,3.0,1778.0,1786,2,300000
8,après 2000,Gd,1,CollgCr,2290,2.0,1128.0,1149,2,255900
7,après 2000,Gd,0,CollgCr,1768,2.0,884.0,884,2,224900
7,après 2000,Gd,1,CollgCr,2327,2.0,1129.0,1129,2,240000
7,après 2000,Gd,0,CollgCr,1640,2.0,798.0,798,2,183000
8,1980-2000,Gd,1,CollgCr,1764,2.0,850.0,886,2,207000
7,1980-2000,Gd,1,CollgCr,1908,2.0,915.0,933,2,210000
6,après 2000,Gd,0,CollgCr,848,2.0,848.0,848,1,136500
6,après 2000,Gd,0,CollgCr,848,2.0,848.0,848,1,145000
6,1980-2000,Gd,1,CollgCr,1493,2.0,1478.0,1493,2,208900
6,1980-2000,TA,0,CollgCr,1838,3.0,1838.0,1838,2,185000
7,après 2000,Gd,0,CollgCr,1536,2.0,1536.0,1536,2,214000
7,après 2000,Gd,0,CollgCr,1710,2.0,856.0,856,2,208500
7,après 2000,Gd,0,CollgCr,1445,2.0,1445.0,1445,2,186500
7,après 2000,Gd,0,CollgCr,1436,2.0,1436.0,1436,2,210000
7,après 2000,Gd,0,CollgCr,1582,2.0,770.0,770,2,185900
8,après 2000,Gd,0,CollgCr,1234,2.0,1234.0,1234,2,179900
7,après 2000,Gd,0,CollgCr,1564,3.0,1564.0,1564,2,218836
7,après 2000,Gd,0,CollgCr,1361,2.0,1351.0,1361,2,193000
